 # Time,   Mach,     alfa,     beta,     Clp,     Cm_alfa,     Cm_p_alfa,     Cm_q,     Cn_beta,     Cn_r 
1.600e-03, 2.326e+00, 2.089e-02, 2.343e-02, -1.418e-02, 2.631e+00, -1.395e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.610e-03, 2.326e+00, 1.745e-02, 2.620e-02, -1.418e-02, 2.631e+00, -1.210e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.620e-03, 2.326e+00, 1.269e-02, 2.893e-02, -1.418e-02, 2.631e+00, -9.846e-03, -1.640e+01, 0.000e+00, 0.000e+00
1.630e-03, 2.326e+00, 7.913e-03, 3.069e-02, -1.418e-02, 2.631e+00, -7.792e-03, -1.640e+01, 0.000e+00, 0.000e+00
1.640e-03, 2.326e+00, 4.180e-03, 3.149e-02, -1.418e-02, 2.631e+00, -6.275e-03, -1.640e+01, 0.000e+00, 0.000e+00
1.650e-03, 2.326e+00, -1.356e-03, 3.184e-02, -1.418e-02, 2.631e+00, -4.106e-03, -1.640e+01, 0.000e+00, 0.000e+00
1.660e-03, 2.326e+00, -6.810e-03, 3.124e-02, -1.418e-02, 2.631e+00, -2.003e-03, -1.640e+01, 0.000e+00, 0.000e+00
1.670e-03, 2.326e+00, -1.219e-02, 2.967e-02, -1.418e-02, 2.631e+00, 1.022e-04, -1.640e+01, 0.000e+00, 0.000e+00
1.680e-03, 2.326e+00, -1.576e-02, 2.802e-02, -1.418e-02, 2.631e+00, 1.551e-03, -1.640e+01, 0.000e+00, 0.000e+00
1.690e-03, 2.326e+00, -1.923e-02, 2.585e-02, -1.418e-02, 2.631e+00, 3.037e-03, -1.640e+01, 0.000e+00, 0.000e+00
1.700e-03, 2.326e+00, -2.331e-02, 2.238e-02, -1.418e-02, 2.631e+00, 4.948e-03, -1.640e+01, 0.000e+00, 0.000e+00
1.710e-03, 2.326e+00, -2.626e-02, 1.896e-02, -1.418e-02, 2.631e+00, 6.506e-03, -1.640e+01, 0.000e+00, 0.000e+00
1.720e-03, 2.326e+00, -2.928e-02, 1.407e-02, -1.418e-02, 2.631e+00, 8.047e-03, -1.640e+01, 0.000e+00, 0.000e+00
